sexo_jefe,edad_jefe,ingr_trim
1,48,24188.67
1,30,30725.74
1,43,36070.93
1,25,14541.13
2,46,94534.4
1,32,125055.21
1,50,123886.84
1,50,223430.3
1,26,40230.97
1,59,106260.4
1,58,162249.36
1,50,71638.65
1,36,134286.79
1,30,95123.55
1,43,50835.22
1,41,50690.14
1,38,118173.88
1,39,99332.91
1,32,51664.93
1,29,65391.09
2,33,39087.14
2,33,34971.1
1,36,51246.65
1,32,33016.29
1,44,13757.12
1,41,46325.28
1,27,41128.72
1,28,48866.56
1,50,116991.71
1,39,40319.67
1,37,57344.23
1,28,43106.52
1,32,34209.82
2,30,35877.04
2,40,73181.19
1,45,165690.94
1,39,47920.53
1,46,146247.87
1,23,112672.11
1,24,33135.92
2,25,76116.4
1,26,9747.5
1,73,36982.41
2,67,18720.75
1,64,27152.37
2,65,33135.26
1,53,34218.25
2,84,6001.12
1,49,34030.04
1,48,48318.95
1,33,37930.92
1,39,39572.22
1,28,84734.71
2,58,25966.46
1,47,2310762
1,52,30181.87
1,46,37700.52
1,52,38575.46
1,85,21985.61
1,38,22600.49
1,45,24864.18
1,34,60930.26
1,31,30004.25
1,35,35674.95
1,71,218172.95
2,62,10318.57
1,41,28716.14
2,92,12392.33
1,57,10313.92
1,40,23964.17
1,79,10036.94
2,62,13138.66
1,28,23184.74
1,66,28172.79
2,33,15456.5
1,66,14397.9
1,43,18053.04
1,50,34810.76
2,37,55032.77
1,67,18850.8
1,38,32188.51
1,65,31529.49
1,61,9317.23
1,63,23559.08
2,72,10401.62
1,36,17213.1
1,30,35718.23
1,64,71985.4
2,61,34944.64
1,50,61549.73
1,65,76549.87
1,62,62505.65
2,56,47674.12
2,70,24498.69
1,59,15573.9
1,45,53559.76
1,63,62562.89
2,58,42801.55
1,44,50307.61
1,63,8909.73
1,35,34042.46
2,79,40808.95
1,44,104482.93
2,65,49431.99
1,62,13261.47
2,35,42095.5
1,61,41686.75
1,83,33123.06
1,70,93565.57
1,65,59621.11
2,42,45301.53
1,51,40976.08
1,37,32844.89
2,25,27757.64
2,34,18342.38
2,48,15951.92
2,66,10050.37
1,42,59394.58
2,44,14842.16
1,66,50207.95
1,45,91245.18
1,55,97559.53
1,70,144247.98
2,71,12803.12
1,96,16928.4
1,53,15980.38
1,74,39245.88
1,47,61611.49
2,48,42838.48
1,45,26974.75
1,48,19637.46
1,48,76854.78
1,68,17460.83
2,73,10818.12
2,27,34960.59
1,46,131498.45
1,49,40937.99
1,34,71898.9
2,57,55545.41
1,27,63019.64
1,41,49102.06
1,23,20814.47
1,24,19484.9
1,49,47949.13
1,31,49617.23
2,85,27295.84
1,47,39057.83
1,44,21159.74
1,49,7754.46
1,51,46310.41
1,45,31829.49
1,52,11409.82
1,53,33836.05
1,38,44313.44
2,35,69082.56
1,40,44921.81
1,53,63730.37
1,24,28532.12
1,41,34872.41
1,24,39004.48
1,32,27829.92
1,28,31496.02
1,28,42199.88
1,51,52601.51
1,55,25226.61
2,22,15806.87
1,54,40484.86
2,38,36112.76
1,36,43440.95
1,42,18723.42
1,22,20937.53
1,44,39496.55
1,31,33017.84
1,22,36537.31
1,70,27712.6
1,44,21001.02
2,75,58933.08
1,67,40103.56
1,28,59918.24
1,76,68255.12
1,36,93857.59
1,63,79972.32
1,30,29439.66
1,52,112998.64
1,20,26259.1
2,44,85278.61
1,56,31369.04
1,27,31249.3
1,40,28535.11
1,28,22214.35
2,44,15818.03
1,54,14336.06
1,93,14904.41
1,58,41561.76
2,67,13499.99
1,42,45860.62
1,29,36967.86
2,26,19283.91
1,37,91782.39
1,72,9405.97
1,52,31350.45
1,40,30345.54
1,34,35723.38
1,36,29530.17
2,48,69662.29
2,76,22502.14
1,43,38387.25
1,76,24304.36
1,76,61392.95
1,51,47574.92
1,41,79261.61
1,41,48861.27
1,55,13229.5
1,50,12540.97
1,50,41619.53
1,47,119802.27
2,56,59851.34
2,78,19549.73
2,66,19584.86
1,38,80733.89
1,39,56081.34
1,57,88456.45
1,71,30631.47
1,72,7269.76
1,22,53240.7
1,46,45687.44
2,43,34431.19
1,39,35853.74
1,49,31279.08
2,45,39294.51
1,57,12312.52
1,22,24738.66
1,65,112178.73
1,61,36271.16
1,66,105887.52
2,39,50805.6
1,40,18446.5
1,41,23143.59
1,33,9268.58
1,45,43943.46
1,49,30545.16
2,45,10696.81
1,66,10797.77
1,34,16090.52
2,48,121549.17
1,48,50284.42
1,48,223540.34
1,62,311001.21
2,57,150376.02
1,44,90956.14
1,71,363453.88
1,43,179479.27
1,42,154553.34
1,69,181221.96
1,47,141189.83
1,23,11157.05
1,33,50079.03
1,34,9097.82
1,48,30157.68
1,39,27548.38
2,38,30412.63
1,24,64667.56
2,30,17236.92
1,37,31967.21
2,35,28377.04
1,27,20655.73
1,37,91585.66
2,35,41235.22
2,54,22369.43
1,42,33969.11
2,31,7495.77
1,38,31583.56
1,85,10078.88
2,65,14355.72
1,77,11040.37
1,59,27126.7
1,68,32271.16
2,82,15523.1
1,41,52392.94
1,46,43642.99
1,38,31624.29
1,52,23706.98
2,36,31621.3
1,65,479572.28
1,36,30709.78
1,60,83182.75
1,55,129171.13
1,87,71312.23
1,47,38766.97
1,31,28232.99
1,43,28999.71
1,23,52284.52
1,60,40731.1
1,43,25602.32
1,53,72273.39
1,50,48029.48
2,64,19205.89
1,44,32790.62
1,45,44617.24
1,34,60610.03
1,30,35229.81
1,56,138262.5
1,38,48501.33
1,31,46714.98
1,34,41914.85
2,40,106714.09
1,51,38372.43
1,47,49278.67
1,64,14803.27
1,28,19991.8
1,33,35249.54
1,43,79912.1
1,73,2863.46
1,47,10063.35
1,45,33613.57
1,70,77789.36
1,71,45542.64
1,27,74774.3
2,43,84726.62
1,73,75269.46
1,41,70111.81
2,51,54338.29
2,44,10115.21
1,31,75873.36
1,36,141523.81
1,39,58476.96
2,40,30644.91
1,44,84382.78
1,36,83230.65
2,36,51339.32
1,40,45414.52
1,26,83938.85
1,41,67131.23
2,33,42057.01
2,31,73969.98
2,67,15816.26
1,58,21386.03
1,27,19931.27
2,36,11126.92
1,31,18178.05
1,42,56001.46
2,50,33749.84
1,38,55243.3
1,48,60404.32
2,55,17296.27
1,38,18897.77
1,63,16020.91
1,53,62509.73
1,42,36247.73
1,54,25293.42
1,23,115043.17
2,25,12138.36
2,25,30810.75
2,38,30678.91
1,73,18860.73
1,38,17213.77
1,59,23531.26
1,28,22435.96
1,30,16894.01
1,57,22603.95
1,62,17589.74
1,63,11982.11
1,38,93072.54
1,28,53795.55
1,53,59602.12
1,30,49662.09
2,30,21251.28
1,57,18267.17
1,30,65134.59
1,38,21463.97
1,57,26703.82
1,33,30962.34
1,21,19327.44
1,78,39165.02
2,59,40049.22
1,25,22430.4
2,35,35870.07
1,79,7988.09
1,74,22419.33
1,37,46177.49
1,29,48337.67
1,73,73976.34
1,45,47624.7
1,50,64339.39
1,44,29570.95
2,41,29809.62
1,72,33731.97
1,22,17902.17
1,58,86818.07
2,23,68500.6
2,44,48727.12
1,43,47161.35
1,46,21795.2
1,35,23857.45
1,26,22627.84
1,35,18073.75
1,31,17213.1
1,74,18118.35
2,24,38283.34
1,73,40468.42
1,67,27540.26
2,21,17577.13
1,45,39759.02
1,70,51777.08
1,63,105340.01
1,47,65748.05
1,45,30542.51
1,66,41812.54
1,55,6250.93
1,70,16711.8
1,51,22441.14
1,40,45597.95
1,46,41098.73
1,71,114376.02
1,50,59907.35
1,48,59119.99
1,63,28776.88
2,40,17309.69
1,47,89114.73
1,68,20207.79
2,73,7680.23
2,61,16877.69
1,41,51310.62
1,39,21723.72
1,42,52108.9
2,20,35436.39
1,24,45526.65
1,39,12059.8
1,27,59784.51
1,40,29262.46
1,68,12857.74
2,63,50174.55
1,58,45537.22
1,55,43321.09
1,47,82934.05
1,20,26197.79
1,46,14290.3
1,42,61462.56
1,35,39969.93
2,30,32157.6
1,36,39160.88
1,69,66029.76
1,67,17293.11
1,44,16068.5
1,38,21020.59
2,37,16293.52
1,34,68324.41
1,41,30497.13
1,51,71485.04
1,39,41778.95
1,52,25185.35
2,32,36688.48
1,35,1940.74
1,78,36695.03
2,46,27717.9
1,73,32305.91
2,25,14969.57
1,33,46350.17
1,32,21842.59
1,28,33165.06
1,52,26552.29
2,52,39787.55
1,41,51820.86
1,80,18014.73
1,80,34219.66
2,30,23512.91
1,77,95871.75
1,45,23099.08
1,43,54115.6
2,73,16067.31
1,60,38176.61
1,50,116447.14
1,60,36244.32
1,23,29447.03
2,36,31774.06
2,26,50455.37
1,33,35383.05
2,20,14673.91
2,63,25313.07
2,36,33529.86
1,25,23302.6
1,34,24951.11
1,61,21523.7
1,31,33024.61
1,36,21704.68
1,69,11674.16
2,52,27494.9
2,87,42375.04
2,73,21765.41
2,44,43447.48
2,70,57716.61
1,42,24822.14
2,47,42559.35
1,63,30668.79
1,43,97684.86
1,44,47001.07
1,69,83151.72
2,48,64402.66
1,52,48753.87
1,43,24228.91
1,37,38270.93
1,29,31710.92
1,42,39699.73
1,37,32508.15
1,28,41655.68
1,70,67963.22
1,41,34844.23
2,64,64322.17
1,69,65670.77
1,51,101415.53
1,41,24008.07
1,36,17528.2
1,38,51962.92
1,21,11535.91
2,28,26909.94
1,85,10709.81
1,62,21977.94
1,55,35950.71
1,51,43728.24
2,29,28434.42
2,53,96620.55
1,48,92776.14
1,26,49705.39
1,64,95368.86
2,76,26002.01
1,49,108108.23
1,66,13133.74
1,67,55370.21
1,36,150309.81
1,32,62616.38
1,40,31908.18
2,21,75364.29
1,38,91102.72
1,34,58059.75
1,35,118115.28
1,31,112539.42
1,33,348327.24
1,45,106699.1
1,41,202589.49
1,31,329555.03
1,45,82296.87
1,45,62392.19
1,40,58886.37
2,74,28031.34
1,23,68391.43
2,45,69654.51
1,37,86589.6
1,24,75772.85
1,33,109014.41
1,42,107679.18
1,45,91849.5
1,31,67802.75
1,32,41444.72
1,49,68804.96
2,66,20291.27
2,54,196770.47
1,49,68735.82
1,47,52907.48
2,37,96729.24
1,47,42681.65
1,25,29039.66
1,61,26610.25
1,27,45495.06
2,47,26796.88
1,55,94237.73
1,42,57673.24
1,56,41121.69
1,48,68544.14
1,25,77433.45
1,40,43315.87
1,53,23440.62
1,29,59367.06
1,47,56296.69
1,28,48464.91
2,47,23453.12
1,32,47564.15
1,58,33777.11
1,45,89431.72
1,57,18809.41
1,38,47589.02
1,46,44701.15
1,43,54216.46
1,54,74833.73
1,24,27182.01
1,38,65529.21
1,45,76272.78
2,48,37084.72
1,28,20734.01
1,63,71590.69
1,85,21251.57
1,33,36149.7
1,64,44577.1
2,32,72613.43
2,34,61310.58
1,48,53025.75
1,45,59213.08
1,38,32919.85
1,36,28095.77
1,37,29328.66
1,42,31984.21
1,30,39864.48
1,41,66581.65
2,30,45961.75
1,57,22757.98
1,66,46995.62
1,47,26090.51
1,41,54169.33
1,33,13385.31
1,30,11933.7
1,48,45364.05
1,43,48834.02
1,61,6522.92
2,67,9743.75
2,31,78388.38
2,56,26769.25
1,44,34981.79
2,40,42109.07
1,44,52078.91
1,54,139451.16
1,23,51171.53
1,58,32378.19
1,19,17608.68
1,34,29742.05
1,41,52961.55
1,44,25843.41
1,21,21930.18
1,37,24104.99
1,54,26690.72
1,21,49965.93
1,38,29283.1
1,42,137075.34
1,39,10715.1
1,76,35936.92
2,60,36183.75
1,37,52034.13
1,51,54859.5
2,51,42852.37
2,62,52055.88
1,26,61022.48
1,67,34479.84
1,66,40951.68
1,34,52418.99
2,25,36618.19
2,65,64303.71
1,38,24693.35
1,22,41892.75
1,85,9509.98
1,53,47017.85
1,68,30330.49
1,43,57964.72
1,54,36029.49
1,69,40356.95
2,86,66981.35
1,86,55944.03
2,62,20081.27
1,23,92122.84
2,22,4430.73
1,34,74160.67
1,21,55203.46
2,38,51990.16
1,39,24197.74
1,31,23746.47
1,27,37410.82
1,27,31107.54
1,54,16885.35
1,54,18043.22
1,24,31142.79
1,35,16684.92
1,60,49901.66
1,37,42831.47
1,58,55269.89
2,26,37937.6
1,40,31912.58
1,84,14614.97
1,80,17021.95
1,53,37910.61
1,52,54731.41
1,52,22389.85
1,33,46058.36
1,55,29589.02
2,24,16432.52
1,26,17266.29
2,67,29373.84
1,50,61020.12
1,46,80958.56
2,28,48887.5
1,36,33086.04
1,59,28705.48
2,23,19239.03
1,25,95635.87
1,68,53913.84
2,44,26080.57
2,90,100893.78
1,72,34251.17
1,63,66558.47
2,64,5718.55
1,25,20351.99
1,31,29645.38
1,45,61329.93
1,39,35359.48
1,63,47593.25
1,32,66415.8
1,54,71325.58
1,47,53411.83
1,32,38195.85
2,50,61304.72
2,41,18946.69
1,44,10973.87
1,45,47399.13
1,29,19353.76
1,35,16990.17
1,25,45006.16
1,65,69567.79
1,73,34331.43
1,76,9582.27
2,55,21073.76
1,52,92201.87
1,71,24413.82
1,25,37205.67
1,68,37856.37
1,43,78091.99
1,26,74271.35
1,67,98464.53
1,58,111051.52
1,35,32637.37
1,34,45967.28
1,50,240782.87
1,50,50884.45
1,39,37224.72
1,84,80369.74
1,38,10452.14
1,34,79479.35
1,37,25297.62
2,42,38968.63
1,40,60581.56
2,65,27516.72
1,64,24188.2
1,43,170971.57
1,66,72778.11
1,56,65031.09
1,30,23968.74
1,24,20817.16
1,37,33871.71
2,80,82698.5
1,45,40899.6
1,54,49080.05
1,45,37873.84
1,34,66321.23
1,25,37788.74
2,28,20231.13
1,52,99777.4
1,45,65334.02
1,54,139191.64
1,31,23931.13
1,83,27967.24
1,75,33077.25
1,43,26123.83
1,56,30298.56
2,46,86246.91
1,41,24674.62
1,58,62962.57
1,93,24033.65
2,57,43867.87
1,42,57930.16
2,34,25996.48
1,60,23409.74
1,55,64438.98
1,43,124357.45
1,50,49801.5
1,19,25826.08
2,57,77093.26
2,52,45820.46
2,37,5605.41
1,60,71659.16
1,39,40747.69
1,45,9179.87
2,60,64565.21
1,46,28868.46
1,48,21070.9
1,37,244943.88
2,38,27269.01
2,45,44300.53
1,30,42798.9
2,46,53237.7
1,76,33678.67
1,45,49819.66
2,63,25859
1,59,57663.9
1,50,34008.19
1,45,71975.38
2,90,12049.17
1,63,36983.59
1,65,19549.17
2,68,26385.23
2,26,40239.32
2,64,24103.27
1,54,219245.9
1,44,119999.98
2,43,49475.39
1,54,108688.52
1,79,40032.77
1,58,18575.82
2,27,39124.63
2,46,35179.55
2,65,20559.96
1,45,85905.36
1,57,44508.19
1,81,69106.78
1,41,24580.26
1,44,98616.38
1,45,56131.56
2,54,70672.07
1,21,24836.05
1,57,53655.72
2,24,25499.99
1,28,32655.73
1,27,47606.54
1,62,93431.78
2,48,114204.05
2,65,49701.95
1,70,56420.4
2,43,108610.59
1,63,162627.95
2,59,28843.14
2,64,103020.32
2,67,55528.12
1,42,49796.62
1,35,50025.4
2,44,169298.95
2,32,6327.12
1,31,37263.32
1,35,32023.35
1,45,22617.37
1,66,16550.5
1,54,136861.79
1,39,57717.39
2,52,27265.07
1,56,49045.57
2,60,30521.73
1,61,46161.28
1,48,115167.26
1,38,67045.56
1,54,55917.83
1,50,48100.44
2,45,34043.47
2,49,36104.53
1,56,130032.77
1,42,64572.68
1,42,70327.84
2,75,49449.59
2,42,62508.18
2,26,19191.55
1,79,147133.54
2,67,38123.75
2,67,30228.19
1,78,31508.17
1,36,31600.97
1,60,49796.57
1,75,30933.54
1,40,60328.69
2,43,20983.69
1,55,220212.79
1,27,33369.16
1,53,53016.37
1,85,36471.88
1,22,22783.61
1,25,51147.54
1,72,46042.66
2,66,153097.79
1,49,54742.57
1,46,50806.76
1,65,126621.03
1,60,81781.94
2,63,36335.72
1,47,23065.57
1,70,64967.18
1,42,84663.9
2,34,36688.51
1,42,49647.51
2,68,27505.25
1,54,58182.73
1,32,116706.45
1,53,43019.05
2,59,149208.14
1,33,91210.99
2,41,91788.64
1,37,118942.28
1,50,67405.32
1,62,277493.77
2,37,33231.53
2,23,26193.68
1,26,32128.5
1,63,12258.99
1,38,143717.68
1,32,44541.21
2,46,78392.27
1,50,60480.96
2,58,46135.24
1,38,27690.12
1,39,12147.77
1,57,22712.99
1,46,25347.19
1,30,23056.79
1,62,30916.18
1,59,15969.31
1,34,27833.09
1,37,24749.98
2,41,30564.95
1,27,23478.26
2,20,48196.71
2,38,128852.43
1,45,60639.33
1,42,93934.42
2,54,195984.75
1,26,61215.4
1,48,77692.83
2,28,19678.66
1,44,33099.92
1,44,64959.66
1,36,27880.43
1,30,50478.26
1,45,50419.88
2,58,14796.81
1,60,9744.24
1,46,32617.16
1,26,28078.99
2,67,32220.98
2,33,18688.51
1,28,38360.64
1,39,31081.96
2,36,56213.11
2,45,19239.33
1,53,168238.5
1,43,133098.68
1,51,130163.18
1,25,49768.19
2,20,38788.01
1,42,49031.36
2,50,30002.61
1,45,85275.93
1,46,40733.48
2,57,44555.83
2,61,14772.03
1,28,13180.31
1,28,30369.83
2,73,26780.79
2,72,91694.58
2,48,30146.19
1,43,101880.01
1,43,109827.87
1,75,80353.05
1,74,18818.88
2,73,104355.16
1,82,15715.15
2,59,113249.52
2,57,238936.24
1,58,151961.51
1,44,279442.62
1,46,53246.52
1,66,34267.09
2,77,25522.61
1,51,133791.84
2,48,33777.04
2,30,55600.42
1,27,31632.52
2,53,59872.68
2,61,36978.72
2,34,13296.88
2,55,94069.96
1,59,118149.8
1,36,32950.81
1,37,147172.11
1,31,37991.8
2,28,41335.33
1,43,32573.74
1,40,68940.26
1,60,37262.82
1,34,23839.1
1,32,17797.99
1,57,43592.83
1,38,19233.83
1,33,50353.01
1,45,54054.04
2,79,10517.87
1,47,38646.21
1,78,14610.03
1,68,187276.98
2,56,58695.65
1,61,266907.42
2,33,42064.56
1,60,22859.72
2,55,93398.65
1,35,69789.42
1,39,23380.41
1,37,87787.84
1,27,13982.01
1,54,15862.96
1,63,25572.18
1,60,60573.26
2,51,155640.95
1,29,118176.11
1,53,48655.5
2,62,33815.46
2,67,16221.96
1,50,23375.93
1,40,59342.56
1,42,50384.53
1,57,105991.11
1,29,29128.17
2,61,11807.29
1,53,140421.47
1,34,74775.18
2,56,24797.32
2,70,36717.61
1,37,51968.87
1,48,55261.08
1,57,109081.93
1,46,33934.42
1,63,55229.48
1,65,61524.53
2,65,77386.68
2,50,31125.92
1,60,53121.02
1,42,20127.18
2,57,112502.3
2,72,112780.84
1,53,85264.29
1,74,96898.28
1,66,20026.88
2,44,15759.78
2,82,45296.6
1,23,73849.34
2,62,60068.36
1,85,48103.26
2,80,30046.33
1,38,50409.81
1,65,56930.46
1,60,30589.27
2,29,27206.55
1,30,64408.01
2,50,53312.12
1,34,21245.89
2,84,17575.4
1,36,31028.06
2,21,57295.86
2,58,85033.59
2,63,52163.72
1,25,60746.21
1,42,31736.65
1,70,8772.78
1,38,46494.98
1,29,39554.17
1,55,77797.21
1,49,37457.59
1,71,29301.8
1,34,40362.97
1,82,24267.42
2,67,82982.51
1,76,46214.6
1,53,72901.56
1,64,48221.23
1,47,27182.64
1,73,110253.13
2,56,41015.51
1,36,55659.45
1,32,72945.98
1,28,76268.12
2,54,35409.82
1,30,29114.73
2,83,75605.09
1,38,32793.45
1,32,23055.67
1,64,30077.17
1,52,69163
2,57,92350.96
1,52,76503.14
2,68,16843.42
1,47,54091.97
1,66,32743.32
1,45,44741.22
1,60,62316.77
1,57,103682.99
1,67,31493.81
2,66,27495.05
1,30,18786.87
2,53,33754.55
1,40,78727.84
2,42,83842.61
1,29,22185.24
1,56,74409.81
1,73,21944.24
2,28,59765.78
1,50,18184.05
2,55,94286.45
1,40,48525.08
1,28,59086.39
1,52,18789.23
1,49,27137.7
1,43,43627.06
1,38,71914.77
1,33,64928.1
1,56,110321.58
1,26,155966.08
1,27,94759.98
1,27,43436.02
2,45,71628.19
1,47,96959.01
1,53,109488.48
2,51,49709.31
1,28,44975.12
1,57,101181.75
1,60,26105.35
1,27,61449.45
1,51,35848.96
1,33,79860.78
2,52,76485.79
1,32,79404.78
1,41,35985.78
1,36,47365.35
2,71,61728.66
1,59,111521.73
2,68,25341.18
1,62,21978.93
2,52,53704.9
2,51,26321.29
1,55,205524.57
1,56,61421.84
2,34,69812.27
2,64,43680.91
2,52,36722.34
1,21,43542.36
1,49,45122.27
2,48,41976.13
2,52,114183.31
2,54,30260.89
2,43,61873.66
2,50,23061.21
2,85,28883.87
2,39,198059.01
1,32,42798.9
2,63,26013.35
2,46,132895.22
1,66,22559.4
1,54,15275.68
1,48,99408.61
2,58,34556.23
2,73,17549.2
1,33,25049.78
1,31,79488.9
1,43,91061.86
1,48,22247.52
1,39,52131.12
1,30,67377.02
2,40,127868.85
1,32,91726.2
2,53,66767.13
1,45,56532.75
1,43,57362.8
1,26,39827.73
1,52,103539.01
1,42,43259.66
1,37,86147.03
1,27,73262.73
1,42,39083.06
2,38,16093.93
1,26,69491.21
2,42,39832.86
1,51,145924.15
1,73,80690.34
1,41,59209.23
2,39,27096.24
1,41,112910.22
1,47,22302.76
1,29,60203.24
1,34,50483.48
1,67,14686.93
1,42,39235.92
1,41,121131.11
1,47,50923.99
1,50,60383.92
1,25,20821.16
1,37,33295.57
1,65,104910.57
1,54,91225.95
1,64,97622.95
1,56,129140.88
1,31,42393.41
1,62,34672.11
1,64,66170.61
1,39,38119.66
1,76,20854.29
1,42,40647.7
1,35,35766.47
2,37,38985.24
1,60,46106.55
1,49,69144
2,39,25476.39
1,43,21796.74
1,37,32702.61
2,43,24411.23
1,39,62805.89
1,33,71720.21
2,62,18425.09
1,39,26649.3
1,42,20360.64
1,41,30811.47
1,24,35805.4
1,45,39316.14
1,24,46147.3
1,49,65811.88
1,49,104359.07
2,48,115918.63
1,32,237841.64
2,52,64696.69
1,28,57001.36
1,56,254017.51
1,47,27477.03
1,35,48821.96
1,29,43160.98
2,55,26485.76
1,48,80221.09
1,63,164754.07
1,53,72172.11
1,48,63127.82
2,44,110866.71
1,63,129454.15
2,49,135538.12
1,28,31276.35
1,38,30194.88
1,23,5979.94
1,36,28984.45
1,38,46705.37
1,49,85474.24
1,33,29142.23
2,54,27267.31
2,72,141491.79
1,78,52286.79
1,21,53114.74
1,42,39218.32
1,56,21295.07
1,43,62453.31
1,44,29813.1
2,43,24361.99
2,50,53555.67
1,30,68722.19
1,31,42534.67
1,41,35932.9
1,35,21018.08
1,36,43635.44
2,41,129828.15
2,38,122763.81
1,29,773383.36
2,35,125517.16
2,43,80090.14
2,56,86989.67
2,68,75508.03
1,39,97868.83
1,43,55579.9
1,54,48995.12
1,25,36730.42
1,22,19434.43
1,40,46839.77
1,32,46786.88
2,61,20780.91
1,46,51786.15
2,60,24853.68
1,30,52886.02
1,27,25448.84
1,37,20138.25
1,41,55241.69
1,29,38108.1
2,72,23352.02
1,21,10173.91
2,65,20606.55
2,70,22204.91
2,60,23242.62
1,75,116221.87
1,68,22967.19
1,54,410862.29
1,48,372703.25
1,43,98360.64
1,48,228147.46
2,38,217820.04
1,40,206342.03
1,50,86390.66
1,21,41117.67
1,40,52826.07
2,29,42246.65
1,48,92113.97
1,40,85819.66
2,53,59114.74
1,72,131532.78
1,26,64918.02
2,77,20754.09
1,46,102885.7
1,38,169349.56
1,38,60983.5
1,42,239062.49
1,39,131631.29
1,48,59624.98
1,43,40598.34
1,40,35409.82
1,35,46672.11
1,59,20655.73
2,48,61598.35
1,61,44162.94
1,32,30717.39
1,43,69386.28
1,54,86000.91
1,47,46795.56
1,44,25529.28
1,20,24308.4
1,28,113857.45
1,70,17162.7
2,57,136687.36
1,36,73151.65
2,60,35984.15
1,29,75272.46
2,54,137972.59
1,65,40475.53
1,30,62003.63
2,76,16838.44
1,36,241721.31
2,40,55686.17
1,81,112939.65
2,67,130854.78
2,65,45168.6
1,52,88524.59
1,30,42748.22
2,78,60934.41
1,66,144717.45
1,55,108798.36
2,74,36018.92
1,45,60175.49
1,36,47382.53
1,62,87344.26
1,47,24590.16
1,56,117344.26
1,29,88524.59
1,28,26557.37
1,65,19475.4
1,93,56623.6
2,70,30176.57
1,38,110249.98
1,26,102961.92
1,31,63586.95
1,28,72342.39
1,25,36097.81
1,68,8887.61
2,78,18227.17
2,40,22943.36
1,30,37918.01
1,43,76878.63
2,35,22155.73
1,40,132722.93
1,31,36295.07
1,33,63418
2,91,8901.63
1,55,57958.99
1,20,76229.5
1,48,353754.07
1,30,75491.8
2,48,65965.04
1,32,33162.52
1,37,107701.65
1,78,35640.7
1,61,11933.7
2,32,27149.15
1,56,23446.69
1,33,20789.61
2,49,71611.81
1,48,87309.78
1,54,111528.03
2,41,17853.25
2,24,80902.16
1,56,35608.68
1,42,196762.49
2,57,18122.95
1,70,104757.4
2,57,17704.91
2,40,41262.27
1,44,115132.82
1,56,35919.52
1,51,10271.73
1,58,60115.69
1,34,28129.88
2,50,51199.92
1,37,49475.4
1,42,40032.78
1,58,96346.71
2,50,208770.47
1,50,64450.77
1,80,78623.76
1,58,131156.35
2,48,54459.12
1,75,92130.07
1,30,31967.21
1,44,44360.65
1,22,25573.77
2,55,189393.41
1,37,23459.01
1,44,39539.07
2,45,45586.58
2,70,61786.31
2,39,63983.52
2,20,40705.88
2,55,45261.02
1,34,67377.69
1,59,30405.9
2,68,18754.71
1,65,26296.35
1,55,88953.72
2,28,41938.98
1,41,75836.06
2,75,79208.37
2,40,20483.59
2,44,34440.97
2,51,15737.7
2,36,20631.13
1,43,94552.62
1,48,14993.87
2,70,27996.29
1,61,62242.9
1,52,64071.38
1,44,21737.7
1,61,30147.52
1,30,38581.95
2,48,43524.57
1,27,34524.59
1,49,45489.12
2,62,67342.2
1,70,14228.92
1,40,111521.73
1,45,24148.83
2,58,87397.8
2,49,89348.74
2,63,23896.84
1,31,44182.37
1,35,37117.96
1,43,50987.89
1,55,44968.43
1,64,21566.98
2,58,167692.17
1,58,101452.39
1,56,36594.25
2,24,24512.4
2,38,35827.45
1,47,28858.68
2,49,43551.52
1,46,61654.88
1,41,28491.84
1,45,33896.73
1,56,54387.32
